last                      credit      wus  last_change        credit_change    wus_change        ppd
2021-02-19 20:56:33  18207053065  1373129  1:20:02                  2363408            39   42523625
2021-02-19 19:36:31  18204689657  1373090  1:20:02                  1879445            28   33815920
2021-02-19 18:16:29  18202810212  1373062  0:49:54                  1200965            15   34657106
2021-02-19 17:26:35  18201609247  1373047  1:50:12                  3606167            56   47122327
2021-02-19 15:36:23  18198003080  1372991  0:59:53                  1837493            28   44185748
2021-02-19 14:36:30  18196165587  1372963  1:19:56                  2615080            53   47110698
2021-02-19 13:16:34  18193550507  1372910  2:00:00                  2941777            66   35301324
2021-02-19 11:16:34  18190608730  1372844  1:00:05                  1461987            38   35039022
2021-02-19 10:16:29  18189146743  1372806  2:00:07                  2658996            59   31876960
2021-02-19 08:16:22  18186487747  1372747  2:09:50                  3164149            60   35094027
2021-02-19 06:06:32  18183323598  1372687  0:09:58                   225988             6   32651109
2021-02-19 05:56:34  18183097610  1372681  0:50:07                  1245811            26   35795833
2021-02-19 05:06:27  18181851799  1372655  1:19:59                  1677975            35   30209843
2021-02-19 03:46:28  18180173824  1372620  1:20:03                  1884858            44   33906252
2021-02-19 02:26:25  18178288966  1372576  0:49:50                   902669            20   26083813
2021-02-19 01:36:35  18177386297  1372556  1:00:14                  1385882            29   33132320
2021-02-19 00:36:21  18176000415  1372527  2:20:00                  2257631            75   23221347
2021-02-18 22:16:21  18173742784  1372452  2:09:48                  3038577            59   33709945
2021-02-18 20:06:33  18170704207  1372393  1:50:05                  3784587            55   49506179
2021-02-18 18:16:28  18166919620  1372338  0:49:56                  1474314            33   42516932
2021-02-18 17:26:32  18165445306  1372305  1:50:08                  3267139            52   42718040
2021-02-18 15:36:24  18162178167  1372253  1:19:53                  2725621            49   49132830
2021-02-18 14:16:31  18159452546  1372204  0:59:58                  1519366            35   36485053
2021-02-18 13:16:33  18157933180  1372169  0:50:05                  1707429            37   49092134
2021-02-18 12:26:28  18156225751  1372132  2:09:56                  3493005            72   38711599
2021-02-18 10:16:32  18152732746  1372060  1:00:06                  1290649            35   30924035
2021-02-18 09:16:26  18151442097  1372025  1:59:56                  3115023            72   37401054
2021-02-18 07:16:30  18148327074  1371953  1:00:08                  1383802            23   33137608
2021-02-18 06:16:22  18146943272  1371930  1:09:53                  1466317            31   30214593
2021-02-18 05:06:29  18145476955  1371899  0:50:07                  1489172            17   42788314
2021-02-18 04:16:22  18143987783  1371882  1:50:03                  2557361            38   33462969
2021-02-18 02:26:19  18141430422  1371844  0:39:49                  1311290            21   47423799
2021-02-18 01:46:30  18140119132  1371823  1:09:52                  1028499            25   21198070
2021-02-18 00:36:38  18139090633  1371798  1:20:14                  1500289            40   26926665
2021-02-17 23:16:24  18137590344  1371758  0:49:58                  1081291            31   31161955
2021-02-17 22:26:26  18136509053  1371727  2:19:57                  3855938            73   39675246
2021-02-17 20:06:29  18132653115  1371654  1:50:00                  2837472            44   37145088
2021-02-17 18:16:29  18129815643  1371610  0:19:58                   226218             6   16314887
2021-02-17 17:56:31  18129589425  1371604  1:30:01                  2391229            41   38252580
2021-02-17 16:26:30  18127198196  1371563  0:50:04                  1004995            22   28905315
2021-02-17 15:36:26  18126193201  1371541  0:59:53                  2473069            44   59469290
2021-02-17 14:36:33  18123720132  1371497  0:20:06                   350332             7   25098411
2021-02-17 14:16:27  18123369800  1371490  2:00:05                  2931482            74   35153371
2021-02-17 12:16:22  18120438318  1371416  2:09:59                  3103554            75   34382236
2021-02-17 10:06:23  18117334764  1371341  1:49:52                  2563221            63   33595615
2021-02-17 08:16:31  18114771543  1371278  1:09:58                  2025518            33   41687650
2021-02-17 07:06:33  18112746025  1371245  2:00:16                  2124490            47   25437352
2021-02-17 05:06:17  18110621535  1371198  0:49:50                  1190843            21   34410981
2021-02-17 04:16:27  18109430692  1371177  1:59:59                  3363878            55   40372143
2021-02-17 02:16:28  18106066814  1371122  0:40:02                  1438095            23   51728313
2021-02-17 01:36:26  18104628719  1371099  1:10:07                  1190004            30   24439350
2021-02-17 00:26:19  18103438715  1371069  0:19:59                   208886             6   15052335
2021-02-17 00:06:20  18103229829  1371063  1:29:54                  2818323            54   45143327
2021-02-16 22:36:26  18100411506  1371009  1:30:02                  2504499            57   40057148
2021-02-16 21:06:24  18097907007  1370952  0:59:54                  1448354            35   34818526
2021-02-16 20:06:30  18096458653  1370917  1:00:02                  1074571            31   25775384
2021-02-16 19:06:28  18095384082  1370886  0:59:58                  1492485            27   35839550
2021-02-16 18:06:30  18093891597  1370859  0:40:11                   915169            18   32795770
2021-02-16 17:26:19  18092976428  1370841  1:49:50                  2119405            46   27787039
2021-02-16 15:36:29  18090857023  1370795  0:40:04                  1505677            31   54114181
2021-02-16 14:56:25  18089351346  1370764  0:50:03                  1127382            24   32436165
2021-02-16 14:06:22  18088223964  1370740  1:49:56                  3234907            67   42373554
2021-02-16 12:16:26  18084989057  1370673  0:50:04                  1989009            28   57207182
2021-02-16 11:26:22  18083000048  1370645  1:19:47                  2184280            48   39423812
2021-02-16 10:06:35  18080815768  1370597  1:10:07                  1733626            44   35603823
2021-02-16 08:56:28  18079082142  1370553  0:40:07                  1147442            27   41187780
2021-02-16 08:16:21  18077934700  1370526  2:09:50                  4621716            69   51260110
2021-02-16 06:06:31  18073312984  1370457  1:00:10                  1952688            26   46734693
2021-02-16 05:06:21  18071360296  1370431  0:19:59                   157629             6   11358753
2021-02-16 04:46:22  18071202667  1370425  0:39:56                  1243360            13   44835686
2021-02-16 04:06:26  18069959307  1370412  1:50:02                  2200774            51   28801404
2021-02-16 02:16:24  18067758533  1370361  0:40:03                  1403821            17   50474462
2021-02-16 01:36:21  18066354712  1370344  1:09:59                  1124745            21   23143121
2021-02-16 00:26:22  18065229967  1370323  0:30:02                   373805             9   17922725
2021-02-15 23:56:20  18064856162  1370314  0:49:52                  1145884            20   33089698
2021-02-15 23:06:28  18063710278  1370294  0:59:58                   788260            25   18928755
2021-02-15 22:06:30  18062922018  1370269  2:00:02                  2619963            45   31430825
2021-02-15 20:06:28  18060302055  1370224  1:00:02                  1358538            26   32586808
2021-02-15 19:06:26  18058943517  1370198  1:19:57                  1722153            39   31018140
2021-02-15 17:46:29  18057221364  1370159  0:30:05                   479724            13   22962965
2021-02-15 17:16:24  18056741640  1370146  1:40:07                  2470294            67   35530781
2021-02-15 15:36:17  18054271346  1370079  0:59:55                   883265            30   21227843
2021-02-15 14:36:22  18053388081  1370049  1:29:47                  2804789            41   44984921
2021-02-15 13:06:35  18050583292  1370008  0:50:16                  1099476            31   31496925
2021-02-15 12:16:19  18049483816  1369977  2:09:44                  4285961            79   47572845
2021-02-15 10:06:35  18045197855  1369898  1:50:17                  3496092            56   45649440
2021-02-15 08:16:18  18041701763  1369842  2:09:55                  2822088            53   31280103
2021-02-15 06:06:23  18038879675  1369789  1:00:07                  1101149            21   26376288
2021-02-15 05:06:16  18037778526  1369768  0:19:57                   229924             4   16596018
2021-02-15 04:46:19  18037548602  1369764  1:29:58                  2138367            42   34226548
2021-02-15 03:16:21  18035410235  1369722  0:59:57                  1336628            24   32105826
2021-02-15 02:16:24  18034073607  1369698  0:40:02                   946612            17   34049657
2021-02-15 01:36:22  18033126995  1369681  0:40:05                   941302            17   33816421
2021-02-15 00:56:17  18032185693  1369664  0:29:18                  1297325            15   63759317
2021-02-15 00:26:59  18030888368  1369649  2:00:22                  2757095            44   32984354
2021-02-14 22:26:37  18028131273  1369605  0:20:02                   184196             3   13240045
2021-02-14 22:06:35  18027947077  1369602  2:00:17                  1449102            57   17348262
2021-02-14 20:06:18  18026497975  1369545  1:09:50                  1939474            25   39992972
2021-02-14 18:56:28  18024558501  1369520  1:30:12                  1753566            30   27994845
2021-02-14 17:26:16  18022804935  1369490  0:19:52                   448874             6   32535833
2021-02-14 17:06:24  18022356061  1369484  0:50:09                  1166366            24   33490868
2021-02-14 16:16:15  18021189695  1369460  1:29:58                  1996392            38   31954106
2021-02-14 14:46:17  18019193303  1369422  0:39:52                  1190305            18   42994294
2021-02-14 14:06:25  18018002998  1369404  1:50:03                  2897559            51   37914447
2021-02-14 12:16:22  18015105439  1369353  0:30:03                   752792            13   36073892
2021-02-14 11:46:19  18014352647  1369340  1:40:02                  2306429            37   33201510
2021-02-14 10:06:17  18012046218  1369303  1:19:49                  1316028            27   23742914
2021-02-14 08:46:28  18010730190  1369276  0:30:10                   466228            12   22255303
2021-02-14 08:16:18  18010263962  1369264  2:09:51                  2747823            49   30472584
2021-02-14 06:06:27  18007516139  1369215  1:00:11                  1309726            23   31337670
2021-02-14 05:06:16  18006206413  1369192  0:59:55                  1315553            24   31617184
2021-02-14 04:06:21  18004890860  1369168  1:49:58                  1918922            51   25128048
2021-02-14 02:16:23  18002971938  1369117  0:40:01                   478781            12   17228937
2021-02-14 01:36:22  18002493157  1369105  1:10:00                  1594955            28   32810502
2021-02-14 00:26:22  18000898202  1369077  2:19:56                  1776729            44   18283633
2021-02-13 22:06:26  17999121473  1369033  1:10:07                  2573605            38   52854640
2021-02-13 20:56:19  17996547868  1368995  0:49:53                  1099871            20   31750368
2021-02-13 20:06:26  17995447997  1368975  2:00:02                  3788587            54   45450418
2021-02-13 18:06:24  17991659410  1368921  0:50:09                   562223            19   16143591
2021-02-13 17:16:15  17991097187  1368902  1:39:51                  3512415            48   50654758
2021-02-13 15:36:24  17987584772  1368854  0:30:06                  1214444            16   58099646
2021-02-13 15:06:18  17986370328  1368838  1:20:01                  1880029            37   33833473
2021-02-13 13:46:17  17984490299  1368801  0:59:57                  1299580            23   31215933
2021-02-13 12:46:20  17983190719  1368778  0:30:05                   830535            11   39755248
2021-02-13 12:16:15  17982360184  1368767  1:29:59                  1712087            48   27398465
2021-02-13 10:46:16  17980648097  1368719  0:39:50                  2167013            25   78338880
2021-02-13 10:06:26  17978481084  1368694  1:50:01                  2554789            39   33439443
2021-02-13 08:16:25  17975926295  1368655  2:09:56                  3287654            56   36435775
2021-02-13 06:06:29  17972638641  1368599  1:00:08                  1974499            30   47282902
2021-02-13 05:06:21  17970664142  1368569  0:49:56                   923415            22   26629858
2021-02-13 04:16:25  17969740727  1368547  2:00:05                  3477519            51   41701268
2021-02-13 02:16:20  17966263208  1368496  0:40:00                   989615            19   35626140
2021-02-13 01:36:20  17965273593  1368477  1:09:58                  1896501            31   39032321
2021-02-13 00:26:22  17963377092  1368446  0:50:07                  1361027            27   39106329
2021-02-12 23:36:15  17962016065  1368419  0:29:50                   225491            11   10884034
2021-02-12 23:06:25  17961790574  1368408  1:00:02                  1459763            30   35014859
2021-02-12 22:06:23  17960330811  1368378  1:59:58                  3807048            75   45697269
2021-02-12 20:06:25  17956523763  1368303  0:19:58                   463246            13   33409394
2021-02-12 19:46:27  17956060517  1368290  1:00:14                  2017450            35   48231234
2021-02-12 18:46:13  17954043067  1368255  0:39:53                  1875567            21   67717922
2021-02-12 18:06:20  17952167500  1368234  1:50:02                  2748474            48   35969123
2021-02-12 16:16:18  17949419026  1368186  0:39:58                  1948905            29   70219095
2021-02-12 15:36:20  17947470121  1368157  1:30:04                  3241543            59   51826298
2021-02-12 14:06:16  17944228578  1368098  0:59:47                   991566            30   23883831
2021-02-12 13:06:29  17943237012  1368068  0:50:09                  1190806            36   34192634
2021-02-12 12:16:20  17942046206  1368032  2:09:55                  4107883            64   45531891
2021-02-12 10:06:25  17937938323  1367968  1:50:02                  2810552            65   36781534
2021-02-12 08:16:23  17935127771  1367903  2:10:07                  3771596            61   41740219
2021-02-12 06:06:16  17931356175  1367842  0:59:56                  2084109            27   50074254
2021-02-12 05:06:20  17929272066  1367815  1:00:07                  1530894            26   36670152
2021-02-12 04:06:13  17927741172  1367789  0:29:57                   829195             8   39867806
2021-02-12 03:36:16  17926911977  1367781  1:19:09                  1728573            35   31448453
2021-02-12 02:17:07  17925183404  1367746  0:40:49                  1138201            13   40155396
2021-02-12 01:36:18  17924045203  1367733  1:09:59                  1387584            30   28551383
2021-02-12 00:26:19  17922657619  1367703  1:29:57                  1874865            55   30014514
2021-02-11 22:56:22  17920782754  1367648  0:50:02                  1322174            28   38053242
2021-02-11 22:06:20  17919460580  1367620  2:00:05                  2202192            52   26407965
2021-02-11 20:06:15  17917258388  1367568  1:29:50                  1404698            38   22516865
2021-02-11 18:36:25  17915853690  1367530  0:40:10                   546808            18   19603407
2021-02-11 17:56:15  17915306882  1367512  0:40:01                   988191            21   35560059
2021-02-11 17:16:14  17914318691  1367491  0:59:50                  1107778            26   26660729
2021-02-11 16:16:24  17913210913  1367465  2:10:09                 12205569           177  135044328
2021-02-11 14:06:15  17901005344  1367288  1:50:05                  1450947            45   18979836
2021-02-11 12:16:10  17899554397  1367243  1:19:53                  1268303            46   22862795
2021-02-11 10:56:17  17898286094  1367197  0:49:52                   508983            25   14697904
2021-02-11 10:06:25  17897777111  1367172  1:50:09                  1517995            59   19844873
2021-02-11 08:16:16  17896259116  1367113  2:00:06                  1630595            54   19550847
2021-02-11 06:16:10  17894628521  1367059  1:59:55                   816791            56    9808303
2021-02-11 04:16:15  17893811730  1367003  1:59:57                  1220747            55   14655070
2021-02-11 02:16:18  17892590983  1366948  0:40:05                   406031            18   14586726
2021-02-11 01:36:13  17892184952  1366930  1:09:52                   721314            26   14866777
2021-02-11 00:26:21  17891463638  1366904  2:20:03                  2237822            84   23009380
2021-02-10 22:06:18  17889225816  1366820  1:59:59                  2321648            77   27863645
2021-02-10 20:06:19  17886904168  1366743  2:00:00                  1516240            67   18194880
2021-02-10 18:06:19  17885387928  1366676  0:40:01                  1100290            24   39593942
2021-02-10 17:26:18  17884287638  1366652  1:49:57                  3068182            65   40183556
2021-02-10 15:36:21  17881219456  1366587  1:00:09                  2180211            45   52194577
2021-02-10 14:36:12  17879039245  1366542  0:30:01                   951873            16   45664534
2021-02-10 14:06:11  17878087372  1366526  1:49:52                  3606598            70   47270944
2021-02-10 12:16:19  17874480774  1366456  1:10:11                  1865552            44   38276820
2021-02-10 11:06:08  17872615222  1366412  0:59:48                  1464165            45   35257484
2021-02-10 10:06:20  17871151057  1366367  0:20:01                   105498            10    7589531
2021-02-10 09:46:19  17871045559  1366357  0:40:01                  1536102            27   55276640
2021-02-10 09:06:18  17869509457  1366330  1:10:11                  1701790            41   34916802
2021-02-10 07:56:07  17867807667  1366289  1:20:01                  1673214            39   30111578
2021-02-10 06:36:06  17866134453  1366250  0:29:48                   451645            15   21824456
2021-02-10 06:06:18  17865682808  1366235  1:00:07                  1829523            32   43823339
2021-02-10 05:06:11  17863853285  1366203  1:19:49                  1340605            30   24186316
2021-02-10 03:46:22  17862512680  1366173  1:40:03                  2561998            44   36874334
2021-02-10 02:06:19  17859950682  1366129  0:30:01                   427777            10   20521894
2021-02-10 01:36:18  17859522905  1366119  0:19:58                   710895            11   51269889
2021-02-10 01:16:20  17858812010  1366108  1:20:12                  2218538            39   39834098
2021-02-09 23:56:08  17856593472  1366069  1:49:51                  2953464            50   38716323
2021-02-09 22:06:17  17853640008  1366019  2:00:04                  3504261           -89   42027783
2021-02-09 20:06:13  17850135747  1366108  2:00:02                 30750133           303  368899124
2021-02-09 18:06:11  17819385614  1365805  2:19:55                  2920105            53   30053254
2021-02-09 15:46:16  17816465509  1365752  1 day, 5:10:00          30563604           771   25149479
2021-02-08 10:36:16  17785901905  1364981  0:29:05                   418792             8   20735603
2021-02-08 10:07:11  17785483113  1364973  0:30:56                   792817            13   36906998
2021-02-08 09:36:15  17784690296  1364960  1:20:06                  1150592            36   20684800
2021-02-08 08:16:09  17783539704  1364924  2:09:35                  2687848            59   29868818
2021-02-08 06:06:34  17780851856  1364865  1:00:08                  1085411            22   25992103
2021-02-08 05:06:26  17779766445  1364843  0:50:19                   775081            24   22181847
2021-02-08 04:16:07  17778991364  1364819  1:59:59                  1991446            42   23900671
2021-02-08 02:16:08  17776999918  1364777  0:39:58                   503527            13   18142090
2021-02-08 01:36:10  17776496391  1364764  0:50:06                  1174670          -231   33762970
2021-02-08 00:46:04  17775321721  1364995  0:19:42                   191650             4   14008934
2021-02-08 00:26:22  17775130071  1364991  1:20:08                  1319939            27   23719369
2021-02-07 23:06:14  17773810132  1364964  1:40:08                  1219969            37   17544161
2021-02-07 21:26:06  17772590163  1364927  1:19:59                   812305            34   14624536
2021-02-07 20:06:07  17771777858  1364893  0:59:58                   788335            22   18930556
2021-02-07 19:06:09  17770989523  1364871  1:50:00                  1360960            33   17816203
2021-02-07 17:16:09  17769628563  1364838  0:59:54                   620355            14   14913375
2021-02-07 16:16:15  17769008208  1364824  0:39:58                   744992            17   26842080
2021-02-07 15:36:17  17768263216  1364807  1:30:07                  1192852            31   19060923
2021-02-07 14:06:10  17767070364  1364776  1:49:58                  1485473            42   19452086
2021-02-07 12:16:12  17765584891  1364734  2:09:59                  1831166            38   20286285
2021-02-07 10:06:13  17763753725  1364696  1:00:02                   478927            21   11487865
2021-02-07 09:06:11  17763274798  1364675  0:50:09                   782469            18   22467704
2021-02-07 08:16:02  17762492329  1364657  2:09:52                  1216221            37   13485818
2021-02-07 06:06:10  17761276108  1364620  1:00:09                   683188            23   16355622
2021-02-07 05:06:01  17760592920  1364597  0:49:48                  1067091            24   30855643
2021-02-07 04:16:13  17759525829  1364573  2:00:09                  1816376            49   21769300
2021-02-07 02:16:04  17757709453  1364524  0:39:53                   853963            17   30832596
2021-02-07 01:36:11  17756855490  1364507  0:30:00                   452087            11   21700176
2021-02-07 01:06:11  17756403403  1364496  0:39:55                   964876            19   34808052
2021-02-07 00:26:16  17755438527  1364477  1:30:06                   843045            30   13473749
2021-02-06 22:56:10  17754595482  1364447  0:50:03                   632136            20   18187329
2021-02-06 22:06:07  17753963346  1364427  1:59:52                  1652383            41   19850652
2021-02-06 20:06:15  17752310963  1364386  1:00:02                   910712            23   21844951
2021-02-06 19:06:13  17751400251  1364363  1:00:06                   742742            21   17796147
2021-02-06 18:06:07  17750657509  1364342  0:19:54                   448280             8   32438351
2021-02-06 17:46:13  17750209229  1364334  0:30:01                   167214            12    8021815
2021-02-06 17:16:12  17750042015  1364322  1:40:02                  2185938            43   31467018
2021-02-06 15:36:10  17747856077  1364279  1:29:55                  1525290            41   24427257
2021-02-06 14:06:15  17746330787  1364238  1:50:11                  1692877            49   22124424
2021-02-06 12:16:04  17744637910  1364189  2:00:07                  2161950            51   25918201
2021-02-06 10:15:57  17742475960  1364138  0:29:54                  1054162            17   50769006
2021-02-06 09:46:03  17741421798  1364121  1:29:55                  1374032            41   22004886
2021-02-06 08:16:08  17740047766  1364080  2:09:56                  1833684            41   20321998
2021-02-06 06:06:12  17738214082  1364039  0:59:59                   645180            18   15488622
2021-02-06 05:06:13  17737568902  1364021  0:50:05                   834994            21   24007814
2021-02-06 04:16:08  17736733908  1364000  1:59:58                  2098572            41   25189861
2021-02-06 02:16:10  17734635336  1363959  0:40:05                   543707            10   19532758
2021-02-06 01:36:05  17734091629  1363949  0:30:04                   626442             9   30002543
2021-02-06 01:06:01  17733465187  1363940  0:30:02                   347101             7   16642356
2021-02-06 00:35:59  17733118086  1363933  2:29:49                  2211095            60   21252487
2021-02-05 22:06:10  17730906991  1363873  1:40:05                  1691138            59   24332110
2021-02-05 20:26:05  17729215853  1363814  0:20:02                   624007             9   44853747
2021-02-05 20:06:03  17728591846  1363805  1:59:54                  1559311          -145   18727338
2021-02-05 18:06:09  17727032535  1363950  1:20:02                  1124087            24   20225138
2021-02-05 16:46:07  17725908448  1363926  1:10:03                  1160775            21   23861755
2021-02-05 15:36:04  17724747673  1363905  1:30:00                  1721501            44   27544016
2021-02-05 14:06:04  17723026172  1363861  1:49:52                  2344607            52   30730285
2021-02-05 12:16:12  17720681565  1363809  2:10:07                  2263166            56   25046438
2021-02-05 10:06:05  17718418399  1363753  1:50:02                  1951705            41   25541852
2021-02-05 08:16:03  17716466694  1363712  2:09:56                  2369668            49   26262097
2021-02-05 06:06:07  17714097026  1363663  0:30:03                   219755            12   10530688
2021-02-05 05:36:04  17713877271  1363651  0:59:55                  1238104            20   29755823
2021-02-05 04:36:09  17712639167  1363631  0:19:57                   306834             7   22147416
2021-02-05 04:16:12  17712332333  1363624  2:00:11                  3315343            47   39723427
2021-02-05 02:16:01  17709016990  1363577  0:39:53                   452549            12   16339420
2021-02-05 01:36:08  17708564441  1363565  1:10:01                   977810            25   20110160
2021-02-05 00:26:07  17707586631  1363540  2:20:07                  2226630            43   22883410
2021-02-04 22:06:00  17705360001  1363497  1:59:57                  1691173            33   20302535
2021-02-04 20:06:03  17703668828  1363464  1:30:00                   782844            26   12525503
2021-02-04 18:36:03  17702885984  1363438  0:40:04                   602445            12   21651933
2021-02-04 17:55:59  17702283539  1363426  0:39:50                   283246            15   10239520
2021-02-04 17:16:09  17702000293  1363411  1:10:01                  1109772            42   22824161
2021-02-04 16:06:08  17700890521  1363369  2:00:07                  2644240            56   31700060
2021-02-04 14:06:01  17698246281  1363313  0:29:51                   538678            13   25986476
2021-02-04 13:36:10  17697707603  1363300  1:20:08                  1467866            30   26377625
2021-02-04 12:16:02  17696239737  1363270  0:39:51                   701901            14   25363549
2021-02-04 11:36:11  17695537836  1363256  1:30:05                  2008175            38   32101076
2021-02-04 10:06:06  17693529661  1363218  1:49:55                  2550983            44   33420004
2021-02-04 08:16:11  17690978678  1363174  0:40:07                   781795            12   28062770
2021-02-04 07:36:04  17690196883  1363162  1:30:02                  1794580            30   28702649
2021-02-04 06:06:02  17688402303  1363132  0:59:52                  1057606            17   25439075
2021-02-04 05:06:10  17687344697  1363115  0:20:09                   691187            17   49395001
2021-02-04 04:46:01  17686653510  1363098  1:09:50                  1153744            24   23790807
2021-02-04 03:36:11  17685499766  1363074  1:20:11                  1727263            27   31019647
2021-02-04 02:16:00  17683772503  1363047  0:39:54                   686215            13   24765654
2021-02-04 01:36:06  17683086288  1363034  1:00:05                   687883            16   16486294
2021-02-04 00:36:01  17682398405  1363018  2:30:03                  2908912            57   27916249
2021-02-03 22:05:58  17679489493  1362961  1:00:05                   719205            26   17236979
2021-02-03 21:05:53  17678770288  1362935  1:00:03                   876577            23   21020331
2021-02-03 20:05:50  17677893711  1362912  0:20:00                   607980            10   43774560
2021-02-03 19:45:50  17677285731  1362902  1:09:45                  1429040            27   29502761
2021-02-03 18:36:05  17675856691  1362875  1:10:19                  1909977            31   39114011
2021-02-03 17:25:46  17673946714  1362844  1:09:47                  1079882            24   22283688
2021-02-03 16:15:59  17672866832  1362820  2:10:01                  2885103            58   31953967
2021-02-03 14:05:58  17669981729  1362762  0:50:01                   267924            13    7713639
2021-02-03 13:15:57  17669713805  1362749  1:00:02                  1098947            23   26360083
2021-02-03 12:15:55  17668614858  1362726  2:00:06                  1458910            37   17492343
2021-02-03 10:15:49  17667155948  1362689  1:59:54                  1798468            42   21599615
2021-02-03 08:15:55  17665357480  1362647  1:20:10                  1481855            25   26617935
2021-02-03 06:55:45  17663875625  1362622  0:39:43                   912310            11   33077458
2021-02-03 06:16:02  17662963315  1362611  2:00:07                  2454449            38   29424780
2021-02-03 04:15:55  17660508866  1362573  1:50:07                  2992746            44   39136257
2021-02-03 02:25:48  17657516120  1362529  0:20:06                     9717             3     696143
2021-02-03 02:05:42  17657506403  1362526  1:29:38                  1891071            28   30380910
2021-02-03 00:36:04  17655615332  1362498  2:20:10                  3304488            61   33948604
2021-02-02 22:15:54  17652310844  1362437  2:09:13                  5424137           998   60446980
2021-02-02 20:06:41  17646886707  1361439  1:39:56                  1761042            31   25375922
2021-02-02 18:26:45  17645125665  1361408  0:50:05                  1082045            23   31111044
2021-02-02 17:36:40  17644043620  1361385  2:00:00                  4389652            55   52675824
2021-02-02 15:36:40  17639653968  1361330  1:30:07                  2148635            31   34333653
2021-02-02 14:06:33  17637505333  1361299  0:39:58                  1226458            13   44189312
2021-02-02 13:26:35  17636278875  1361286  1:10:01                  1332953            32   27414220
2021-02-02 12:16:34  17634945922  1361254  2:09:53                  3137072            52   34780318
2021-02-02 10:06:41  17631808850  1361202  1:50:04                  2877595            42   37647517
2021-02-02 08:16:37  17628931255  1361160  1:59:58                  2498714            44   29992899
2021-02-02 06:16:39  17626432541  1361116  1:10:05                  1131068            23   23240017
2021-02-02 05:06:34  17625301473  1361093  1:49:49                  2681405            48   35160630
2021-02-02 03:16:45  17622620068  1361045  0:50:01                   779331            17   22437253
2021-02-02 02:26:44  17621840737  1361028  0:40:04                  1235917            19   44418980
2021-02-02 01:46:40  17620604820  1361009  1:09:50                  1461506            18   30137021
2021-02-02 00:36:50  17619143314  1360991  1:20:15                  2597892            36   46616379
2021-02-01 23:16:35  17616545422  1360955  0:59:59                  1033401            21   24808515
2021-02-01 22:16:36  17615512021  1360934  1:19:53                  1259820            14   22709878
2021-02-01 20:56:43  17614252201  1360920  0:50:03                  1072880            16   30868075
2021-02-01 20:06:40  17613179321  1360904  1:40:09                  2118789            35   30464864
2021-02-01 18:26:31  17611060532  1360869  0:49:48                   956771            15   27665667
2021-02-01 17:36:43  17610103761  1360854  2:00:05                  3190808            42   38263124
2021-02-01 15:36:38  17606912953  1360812  1:30:04                  2496631            32   39916528
2021-02-01 14:06:34  17604416322  1360780  0:39:46                   895800            12   32438021
2021-02-01 13:26:48  17603520522  1360768  1:09:20                  1777522            25   36917764
2021-02-01 12:17:28  17601743000  1360743  2:00:06                  2779933            46   33331419
2021-02-01 10:17:22  17598963067  1360697  0:20:40                   972631            12   67770418
2021-02-01 09:56:42  17597990436  1360685  1:19:58                  1829685            26   32948058
2021-02-01 08:36:44  17596160751  1360659  0:19:43                   467015             5   34108280
2021-02-01 08:17:01  17595693736  1360654  1:10:29                   824549            15   16845834
2021-02-01 07:06:32  17594869187  1360639  1:59:44                  2978337            41   35819643
2021-02-01 05:06:48  17591890850  1360598  1:20:07                   904153            26   16251054
2021-02-01 03:46:41  17590986697  1360572  1:10:05                  1905396            28   39150110
2021-02-01 02:36:36  17589081301  1360544  0:40:04                   444570            16   15977890
2021-02-01 01:56:32  17588636731  1360528  2:19:47                  3375631            60   34774593
2021-01-31 23:36:45  17585261100  1360468  0:20:02                   538821            13   38730561
2021-01-31 23:16:43  17584722279  1360455  1:00:06                  1498971            31   35915444
2021-01-31 22:16:37  17583223308  1360424  1:30:05                  2036222            37   32549413
2021-01-31 20:46:32  17581187086  1360387  0:39:50                  1955769            16   70702276
2021-01-31 20:06:42  17579231317  1360371  1:40:00                  2827576            43   40717094
2021-01-31 18:26:42  17576403741  1360328  0:50:00                   746260            18   21492288
2021-01-31 17:36:42  17575657481  1360310  2:00:06                  3806310            45   45637688
2021-01-31 15:36:36  17571851171  1360265  1:29:57                  2845146            38   45547640
2021-01-31 14:06:39  17569006025  1360227  0:30:00                   778844            15   37384512
2021-01-31 13:36:39  17568227181  1360212  0:20:03                   441946            11   31740760
2021-01-31 13:16:36  17567785235  1360201  0:56:26                  1048445            24   26752997
2021-01-31 12:20:10  17566736790  1360177  2:03:37                  3083666            65   35921362
2021-01-31 10:16:33  17563653124  1360112  1:09:56                  1610700            42   33165986
2021-01-31 09:06:37  17562042424  1360070  0:50:07                   574470            18   16506221
2021-01-31 08:16:30  17561467954  1360052  0:59:45                  1052478            23   25365160
2021-01-31 07:16:45  17560415476  1360029  2:10:08                  3668713            70   40596414
2021-01-31 05:06:37  17556746763  1359959  1:30:05                  2259306            31   36115455
2021-01-31 03:36:32  17554487457  1359928  0:29:55                  1732055            13   83370223
2021-01-31 03:06:37  17552755402  1359915  1:10:01                  1605023            16   33009756
2021-01-31 01:56:36  17551150379  1359899  0:59:53                  1667933            22   40108380
2021-01-31 00:56:43  17549482446  1359877  0:20:00                   112118             8    8072496
2021-01-31 00:36:43  17549370328  1359869  1:20:07                  2391164            32   42978275
2021-01-30 23:16:36  17546979164  1359837  1:00:05                  1527897            17   36618668
